,audspec_lengthL1norm_sma_amean,pcm_fftMag_spectralFlux_sma_amean,pcm_fftMag_spectralVariance_sma_amean,pcm_fftMag_mfcc_sma[1]_amean,voicingFinalUnclipped_sma_de_stddev,logHNR_sma_de_stddev,audspec_lengthL1norm_sma_de_stddev,pcm_zcr_sma_de_stddev,pcm_fftMag_spectralCentroid_sma_de_stddev,pcm_fftMag_psySharpness_sma_de_stddev,v,a,song_id
0,-0.8336410146761429,-0.9375924483010942,-0.18976106718879399,0.324244371681126,0.0009066261639019999,-0.14125811504126298,0.34772678953066305,0.12662744880955804,0.078296462930195,0.112746853439593,0.0430413425,-0.17135073833333303,10
1,2.37201555657018,2.5977687876637403,0.483965693265368,-0.420426759124659,0.001564142545864,0.7014661434387521,0.879642470302203,0.36884435005999106,0.24728221021757,0.31037136267818394,0.3275031275,0.4812439433333329,1000
2,0.114971122993696,-0.36186715204638104,-0.010000164830356,-0.17770739576659,-0.302208425920502,0.16906999824109398,-0.45611323009349,0.065932430667793,-0.07719636656042,-0.066816030117831,-0.001066666666667,0.20565,1001
3,-1.20699303250194,-0.746069825157682,-0.6991319470307571,0.5344313504905039,-0.398581541333765,-0.752384409109185,-0.567271188981886,-0.454576850558452,-0.449894569664569,-0.4245707356562489,-0.047283333333333004,-0.019483333333333,1002
4,-0.82150898810096,-0.962111026925918,-0.277820915050583,-0.12221830573090199,0.293971070695461,0.011375374776066002,0.870650970943648,0.653821579428531,1.38579747024973,1.193603020377,0.175266666666667,0.027129629629627998,1003
5,0.42717910838916295,-0.182623062414302,-0.427508692191502,-0.280689916706842,-0.442165484366663,-0.325901432284654,-0.568198523639986,-0.6139742067330971,-0.609922633066724,-0.627775766994322,-0.141216666666667,0.17975,1004
6,0.245275256591142,-0.054872458804073,-0.294120540097489,-0.686972167398867,-0.224339700113879,0.35107601857815196,-0.6025870884086311,-0.46554947120018797,-0.342114625953648,-0.312169488901272,0.32995,0.142083333333333,1005
7,-0.8045141251092671,-0.9845665659864878,-0.21840407138545498,-0.382606006493215,0.246160236635665,0.21447702489543,-0.094970917790233,0.158223490379663,0.133145558635714,0.044876585857025,0.041483333333333,0.167383333333333,1006
8,-0.363870695144281,-0.441499142523174,0.19346690489789,-0.666216800119445,0.92265066276268,0.59490669181375,1.26006168522831,1.14560997057678,1.06472053815576,1.060903535713,0.264116666666667,0.28848333333333304,1007
9,0.09704694653428901,-0.209663207876894,-0.24458202681618202,-0.29432314047203006,-0.134072093961691,0.07994468252047701,-0.042583804143437994,0.070015145786587,0.11512351042645,0.10376539948330099,0.23128333333333304,0.13901666666666698,1008
10,-0.596105006439301,-0.945614249096404,-0.682590082050607,0.8109337977157479,-0.171550527733515,-0.700971258597739,-0.249946469750642,-0.5982515100301949,-0.502949639559002,-0.502888486729419,-0.017916666666667,0.13465,1009
11,-1.6002599060666,-1.31317757790741,-0.753703503026521,1.2126949262413702,-0.642426188129895,-0.653150278888131,-1.06153389908126,-0.758982480382494,-0.7399973035690999,-0.7171214099282909,-0.33000596333333304,-0.19558299094999998,101
12,-0.279818293564908,-0.36925059234081203,0.467581375811383,-0.78757433604561,0.383299367730562,0.290530753935235,-0.025921284709344,0.191013118919341,0.074615047288882,0.005009015681144,0.4129,0.267866666666667,1010
13,-1.20610788072188,-1.16340588147799,-0.79933517294047,0.8011073631147819,-0.106268544095876,-0.6846716874930021,-0.346981328895455,-0.8584484847153739,-0.701682520870886,-0.675009033115335,0.067216666666667,-0.27711666666666696,1011
14,-0.8633559085175172,-0.468146419938508,-0.768297651038644,1.11128895349569,-0.396139337629335,-0.334025273161023,-0.15159860597061803,-0.736545156513903,-0.641609264741436,-0.628428450326296,0.016866666666667002,0.003,1012
15,-0.757352510311943,-0.6855452314354951,-0.7747696580213199,1.65800338234378,-0.573105175288776,-1.0091706729874,-0.9421916850813729,-0.874013854431813,-0.740236587210519,-0.716626315711767,-0.239083333333333,0.000466666666667,1013
16,-0.29698481667910304,-0.335728845944034,-0.499544934862556,0.328770420388362,-0.3394050669572,-0.308434076213117,-0.512689057829848,-0.569559224858829,-0.572446872396245,-0.516154041514351,0.051066666666666996,0.24293333333333303,1014
17,0.095163858745899,-0.5876793498185999,0.27396051420371803,-0.911124206298476,1.0030555231854401,2.4313485557930203,-0.5679772043822691,0.23378237385341297,0.018558191305993,-0.08811907595349001,0.4368166666666671,0.555966666666667,1015
18,-1.54417060457906,-1.34323614695748,-0.345588637480393,0.457991003120562,-0.6667542942624829,-0.678685742828336,-1.11122204628891,-0.64780263646627,-0.631508970162847,-0.642058067114166,-0.24703333333333302,-0.25725,1016
19,-1.18426252691878,-0.963636799602001,-0.6313579252965881,0.620929801878922,-0.110495435122774,-0.34004388889917003,-0.288369019117926,-0.296532982129849,-0.31717438326519204,-0.33726107134552696,0.13085,0.017533333333332998,1017
20,-0.9551142234183722,-1.02011378404728,-0.568899376784376,0.20868705125631198,-0.37829246440465597,-0.446155417361286,-0.7586625356056009,-0.674841375588566,-0.6852929983070999,-0.6919655664228779,-0.054066666666667,-0.26278333333333304,1018
